0	2.147397e+01
1	1.869894e+01
2	1.323129e+01
3	9.311331e+00
4	6.878901e+00
5	4.979072e+00
6	3.687264e+00
7	2.485612e+00
8	1.793909e+00
9	1.400655e+00
10	1.400655e+00
11	1.161039e+00
12	1.161039e+00
13	9.186924e-01
14	9.186924e-01
15	9.186924e-01
16	9.186924e-01
17	8.960247e-01
18	8.960247e-01
19	8.960247e-01
20	8.960247e-01
21	8.960247e-01
22	8.960247e-01
23	8.960247e-01
24	8.960247e-01
25	8.960247e-01
26	8.960247e-01
27	8.960247e-01
28	8.960247e-01
29	8.960247e-01
30	8.960247e-01
31	8.960247e-01
32	8.960247e-01
33	8.960247e-01
34	8.960247e-01
35	8.960247e-01
36	8.960247e-01
37	8.960247e-01
38	8.960247e-01
39	8.960247e-01
40	8.960247e-01
41	8.960247e-01
42	8.960247e-01
43	8.960247e-01
44	8.960247e-01
45	8.960247e-01
46	8.960247e-01
47	8.960247e-01
48	8.960247e-01
49	8.960247e-01
50	8.960247e-01
51	8.960247e-01
52	8.960247e-01
53	8.960247e-01
54	8.960247e-01
55	8.960247e-01
56	8.960247e-01
57	8.960247e-01
58	8.960247e-01
59	8.960247e-01
60	8.960247e-01
61	8.960247e-01
62	8.960247e-01
63	8.960247e-01
64	8.960247e-01
65	8.960247e-01
66	8.960247e-01
67	8.960247e-01
68	8.960247e-01
69	8.960247e-01
70	8.960247e-01
71	8.960247e-01
72	8.960247e-01
73	8.960247e-01
74	8.960247e-01
75	8.960247e-01
76	8.960247e-01
77	8.960247e-01
78	8.960247e-01
79	8.960247e-01
80	8.960247e-01
81	8.960247e-01
82	8.960247e-01
83	8.960247e-01
84	8.960247e-01
85	8.960247e-01
86	8.960247e-01
87	8.960247e-01
88	8.960247e-01
89	8.960247e-01
90	8.960247e-01
91	8.960247e-01
92	8.960247e-01
93	8.960247e-01
94	8.960247e-01
95	8.960247e-01
96	8.960247e-01
97	8.960247e-01
98	8.960247e-01
99	8.960247e-01
100	8.960247e-01
101	8.960247e-01
102	8.960247e-01
103	8.960247e-01
104	8.960247e-01
105	8.960247e-01
106	8.960247e-01
107	8.960247e-01
108	8.960247e-01
109	8.960247e-01
110	8.960247e-01
111	8.960247e-01
112	8.960247e-01
113	8.960247e-01
114	8.960247e-01
115	8.960247e-01
116	8.960247e-01
117	8.960247e-01
118	8.960247e-01
119	8.960247e-01
120	8.960247e-01
121	8.960247e-01
122	8.960247e-01
123	8.960247e-01
124	8.960247e-01
125	8.960247e-01
126	8.960247e-01
127	8.960247e-01
128	8.960247e-01
129	8.960247e-01
130	8.960247e-01
131	8.960247e-01
132	8.960247e-01
133	8.960247e-01
134	8.960247e-01
135	8.960247e-01
136	8.960247e-01
137	8.960247e-01
138	8.960247e-01
139	8.960247e-01
140	8.960247e-01
141	8.960247e-01
142	8.960247e-01
143	8.960247e-01
144	8.960247e-01
145	8.960247e-01
146	8.960247e-01
147	8.960247e-01
148	8.960247e-01
149	8.960247e-01
150	8.960247e-01
151	8.960247e-01
152	8.960247e-01
153	8.960247e-01
154	8.960247e-01
155	8.960247e-01
156	8.960247e-01
157	8.960247e-01
158	8.960247e-01
159	8.960247e-01
160	8.960247e-01
161	8.960247e-01
162	8.960247e-01
163	8.960247e-01
164	8.960247e-01
165	8.960247e-01
166	8.960247e-01
167	8.960247e-01
168	8.960247e-01
169	8.960247e-01
170	8.960247e-01
171	8.960247e-01
172	8.960247e-01
173	8.960247e-01
174	8.960247e-01
175	8.960247e-01
176	8.960247e-01
177	8.960247e-01
178	8.960247e-01
179	8.960247e-01
180	8.960247e-01
181	8.960247e-01
182	8.960247e-01
183	8.960247e-01
184	8.960247e-01
185	8.960247e-01
186	8.960247e-01
187	8.960247e-01
188	8.960247e-01
189	8.960247e-01
190	8.960247e-01
191	8.960247e-01
192	8.960247e-01
193	8.960247e-01
194	8.960247e-01
195	8.960247e-01
196	8.960247e-01
197	8.960247e-01
198	8.960247e-01
199	8.960247e-01
200	8.960247e-01
201	8.960247e-01
202	8.960247e-01
203	8.960247e-01
204	8.960247e-01
205	8.960247e-01
206	8.960247e-01
207	8.960247e-01
208	8.960247e-01
209	8.960247e-01
210	8.960247e-01
211	8.960247e-01
212	8.960247e-01
213	8.960247e-01
214	8.960247e-01
215	8.960247e-01
216	8.960247e-01
217	8.960247e-01
218	8.960247e-01
219	8.960247e-01
220	8.960247e-01
221	8.960247e-01
222	8.960247e-01
223	8.960247e-01
224	8.960247e-01
225	8.960247e-01
226	8.960247e-01
227	8.960247e-01
228	8.960247e-01
229	8.960247e-01
230	8.960247e-01
231	8.960247e-01
232	8.960247e-01
233	8.960247e-01
234	8.960247e-01
235	8.960247e-01
236	8.960247e-01
237	8.960247e-01
238	8.960247e-01
239	8.960247e-01
240	8.960247e-01
241	8.960247e-01
242	8.960247e-01
243	8.960247e-01
244	8.960247e-01
245	8.960247e-01
246	8.960247e-01
247	8.960247e-01
248	8.960247e-01
249	8.960247e-01
250	8.960247e-01
251	8.960247e-01
252	8.960247e-01
253	8.960247e-01
254	8.960247e-01
255	8.960247e-01
256	8.960247e-01
257	8.960247e-01
258	8.960247e-01
259	8.960247e-01
260	8.960247e-01
261	8.960247e-01
262	8.960247e-01
263	8.960247e-01
264	8.960247e-01
265	8.960247e-01
266	8.960247e-01
267	8.960247e-01
268	8.960247e-01
